,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,room_type_reserved,type_of_meal_plan,booking_status
15568,29,0,100.7,3,6,4,0,2,3,0,0
15569,307,0,108.0,9,11,4,4,2,3,0,0
15570,21,1,88.4,12,20,4,5,2,0,0,1
15571,256,0,90.95,8,31,4,4,0,0,0,0
15572,40,0,131.4,3,18,4,2,0,3,0,1
15573,110,0,112.88,9,20,3,3,0,3,0,1
15574,37,1,89.1,6,27,4,0,1,0,3,1
15575,120,0,146.7,7,12,4,3,0,3,0,1
15576,95,0,90.95,5,16,3,1,1,3,0,1
15577,18,0,136.0,5,9,4,2,1,3,0,0
15578,38,1,121.95,4,25,4,3,1,0,0,1
15579,4,1,144.0,5,23,3,0,1,0,3,1
15580,25,1,60.0,12,27,3,3,0,0,0,1
15581,88,0,96.3,6,26,4,0,1,0,0,0
15582,66,1,68.0,12,23,3,5,2,0,0,1
15583,35,1,157.5,10,7,4,2,0,3,0,1
15584,35,0,70.0,10,30,3,2,1,3,0,1
15585,110,1,99.79,9,6,4,4,0,0,0,1
15586,5,2,128.0,3,21,4,1,1,0,0,1
15587,11,2,73.6,2,12,3,2,1,3,0,1
15588,7,1,126.0,3,23,4,4,0,0,3,1
15589,53,0,85.0,8,8,3,5,2,0,0,1
15590,60,1,106.2,4,27,4,2,0,0,0,1
15591,183,1,112.0,8,9,4,3,0,0,0,0
15592,41,0,60.0,12,27,3,1,0,0,0,1
15593,50,0,63.75,3,11,4,2,2,0,3,0
15594,42,0,60.0,1,15,3,2,1,0,0,1
15595,1,0,95.0,4,14,0,2,0,0,0,1
15596,127,3,90.0,12,22,4,2,0,0,0,1
15597,161,1,91.48,10,2,4,3,2,0,0,1
15598,127,1,84.05,12,27,4,3,0,3,0,0
15599,9,0,65.0,12,10,2,1,0,0,0,1
15600,1,1,130.0,5,28,4,1,1,0,0,1
15601,117,0,76.0,2,29,3,1,1,0,0,1
15602,38,0,151.47,8,14,4,1,2,3,0,0
15603,36,1,123.97,9,4,4,1,2,3,0,0
15604,12,3,131.5,8,14,4,2,2,0,3,1
15605,24,0,89.0,1,6,4,2,0,0,0,1
15606,35,1,113.4,11,18,4,1,0,0,0,1
15607,52,0,126.9,5,14,4,3,2,0,0,1
15608,17,1,156.0,6,4,4,1,0,3,0,1
15609,20,0,89.0,9,11,4,0,1,0,3,1
15610,80,1,160.65,10,28,4,2,2,5,0,0
15611,4,0,92.93,8,2,4,1,0,0,3,1
15612,1,1,0.0,9,1,1,1,0,0,0,1
15613,35,1,113.4,6,21,4,2,0,0,0,1
15614,76,1,58.76,10,22,4,3,1,0,3,1
15615,65,0,105.3,4,13,4,1,0,0,0,1
15616,38,1,101.83,9,14,4,5,2,0,0,1
15617,121,0,100.0,4,6,3,4,0,5,0,1
15618,9,0,86.8,2,22,3,1,1,3,1,1
15619,221,2,79.5,12,29,4,3,0,0,3,0
15620,79,1,112.5,8,13,4,1,2,0,0,1
15621,5,2,77.25,12,19,4,1,0,1,0,1
15622,88,3,105.4,4,27,4,4,0,0,0,1
15623,142,0,146.7,8,11,4,3,0,3,0,0
15624,47,0,131.4,6,4,4,1,1,3,0,0
15625,119,1,76.5,8,14,4,2,2,0,0,1
15626,7,2,141.95,5,29,4,3,2,3,0,1
15627,183,0,100.0,9,8,3,3,0,0,0,1
15628,184,2,107.1,10,27,4,3,2,0,0,0
15629,64,1,48.51,3,11,4,2,1,0,3,1
15630,40,0,71.64,10,25,4,1,2,0,0,1
15631,35,0,93.9,4,17,4,1,2,0,0,0
15632,9,3,0.0,11,11,1,2,0,0,0,1
15633,70,0,80.0,7,11,3,5,1,0,0,0
15634,173,1,73.37,6,19,4,2,2,0,0,1
15635,16,1,86.0,2,21,4,0,1,0,0,1
15636,35,2,109.0,10,28,4,2,0,0,3,1
15637,217,2,158.95,8,8,4,4,1,5,0,0
15638,116,0,94.05,10,23,4,2,2,0,3,0
15639,47,0,89.0,5,30,2,3,1,0,0,0
15640,0,1,139.0,7,6,4,1,0,0,3,1
15641,124,1,97.01,8,8,4,5,1,0,0,1
15642,21,0,102.05,2,29,4,3,1,0,0,0
15643,121,0,76.5,8,10,4,2,1,0,0,0
15644,96,1,84.58,4,17,4,2,2,0,0,1
15645,37,0,150.3,4,3,4,0,2,0,0,0
15646,91,2,136.35,6,15,4,4,0,0,0,1
15647,4,0,159.0,10,10,2,2,1,0,0,1
15648,2,1,84.85,6,8,4,1,0,0,0,1
15649,5,1,115.0,6,8,4,1,0,0,0,1
15650,243,3,81.76,10,29,4,2,2,1,0,1
15651,32,1,125.1,7,8,4,2,0,0,3,1
15652,1,0,80.0,11,27,3,2,1,0,0,1
15653,5,0,83.03,2,11,4,3,0,1,0,0
15654,6,0,65.0,12,27,2,0,1,0,0,1
15655,72,1,168.3,9,6,4,2,0,3,0,1
15656,1,0,144.0,10,7,4,2,0,0,0,1
15657,1,1,74.95,3,20,4,1,2,0,3,1
15658,164,2,90.0,3,13,4,2,2,0,0,1
15659,22,1,90.95,11,17,4,3,0,0,0,1
15660,14,2,231.0,7,21,4,1,0,5,0,1
15661,118,1,140.4,6,11,4,1,2,3,0,1
15662,42,1,152.1,8,14,4,2,2,0,0,1
15663,68,1,137.7,4,21,4,1,0,3,0,0
15664,130,0,107.95,7,6,4,4,1,0,0,1
15665,74,0,109.8,11,4,4,2,0,0,0,0
15666,0,1,90.0,8,6,4,2,0,0,0,1
15667,220,0,108.45,8,14,4,2,2,3,0,0
15668,123,2,90.0,12,9,4,2,1,0,0,1
15669,59,1,122.4,12,29,4,3,0,0,0,1
15670,109,2,77.86,12,16,4,3,2,1,0,1
15671,12,1,125.8,12,28,4,4,0,3,0,1
15672,41,0,140.4,3,25,4,2,0,3,0,0
15673,8,0,81.0,2,12,4,2,0,0,3,1
15674,100,0,130.5,7,3,4,2,2,0,0,1
15675,54,0,149.4,6,3,4,1,0,3,0,1
15676,2,1,95.0,11,4,4,1,0,0,3,1
15677,91,0,96.3,4,13,4,3,0,0,0,1
15678,117,1,112.5,8,12,4,2,0,0,3,1
15679,160,1,208.13,6,25,4,5,2,5,0,0
15680,104,2,129.6,9,2,4,2,1,0,0,1
15681,26,1,139.0,10,16,4,4,2,0,0,1
15682,8,1,124.67,8,17,4,3,0,0,3,1
15683,38,0,125.1,9,18,4,0,2,0,3,0
15684,24,1,74.8,11,17,4,3,1,0,3,1
15685,136,1,116.73,8,20,4,2,2,0,0,1
15686,25,1,139.0,8,2,4,3,0,0,3,0
15687,73,0,85.5,3,18,4,2,0,0,3,1
15688,35,1,152.1,8,9,4,1,0,0,0,1
15689,359,3,78.0,10,14,3,3,2,0,0,1
15690,37,0,37.33,11,6,4,2,1,0,0,0
15691,16,0,84.33,3,3,4,3,0,0,3,0
15692,14,1,168.25,10,22,4,1,1,5,0,1
15693,101,1,90.3,4,6,4,3,0,0,0,1
15694,131,1,103.05,10,10,4,1,1,0,3,1
15695,63,1,76.58,4,22,4,3,2,0,0,1
15696,21,0,234.0,9,19,4,3,1,5,0,0
15697,19,3,139.0,9,23,4,2,1,0,3,1
15698,93,1,109.83,8,13,4,1,0,1,0,1
15699,47,0,98.1,11,22,3,1,0,0,0,1
15700,43,0,95.1,6,26,4,1,2,0,3,0
15701,56,0,111.6,4,25,3,3,1,0,0,1
15702,32,0,228.6,4,16,4,5,2,5,1,0
15703,163,0,80.75,5,22,3,2,2,0,0,1
15704,15,0,177.0,4,29,4,2,0,3,0,0
15705,5,1,58.0,12,9,3,3,0,0,0,1
15706,118,0,107.95,5,1,4,3,2,3,0,1
15707,12,0,138.0,8,30,3,1,0,4,0,1
15708,72,0,132.6,5,22,4,3,2,3,0,0
15709,48,1,94.97,10,31,4,2,1,3,0,1
15710,2,1,110.0,10,6,2,1,0,3,0,1
15711,111,0,237.6,8,7,4,3,2,5,1,0
15712,166,1,99.45,8,4,4,3,2,0,0,1
15713,164,0,107.95,8,13,4,3,2,0,0,0
15714,152,2,119.0,7,11,4,1,1,0,0,0
15715,30,0,137.52,8,25,3,3,0,4,0,1
15716,27,0,129.0,3,22,4,3,0,0,3,0
15717,5,0,65.0,5,10,2,1,0,0,0,1
15718,193,1,102.85,12,28,4,4,0,3,0,0
15719,80,1,75.79,7,31,4,7,2,0,0,1
15720,5,0,84.8,12,28,4,1,0,0,0,1
15721,26,2,159.0,10,15,4,1,1,3,0,1
15722,155,2,121.55,6,28,4,5,2,3,0,0
15723,79,1,96.3,4,15,4,2,0,0,0,1
15724,7,0,117.9,5,24,2,1,0,0,0,1
15725,100,1,121.5,7,16,4,1,2,0,0,0
15726,200,0,51.0,12,1,3,3,2,0,3,1
15727,175,1,152.15,9,11,4,2,2,0,1,0
15728,20,0,107.67,3,19,4,1,2,0,3,1
15729,75,3,135.9,9,26,4,2,1,0,0,1
15730,8,1,80.75,12,5,4,1,1,0,3,1
15731,69,1,74.8,11,25,4,2,1,0,3,1
15732,31,1,71.1,3,17,4,1,0,0,3,1
15733,64,0,158.4,8,8,4,1,1,3,0,1
15734,224,0,82.11,12,29,4,3,2,0,0,0
15735,90,0,114.3,6,28,4,5,1,0,0,0
15736,33,1,135.9,4,3,4,4,2,3,0,1
15737,87,0,85.5,6,26,4,0,2,0,3,0
15738,112,0,150.3,8,22,4,4,1,3,0,0
15739,50,1,75.0,11,11,3,2,1,0,0,1
15740,201,0,72.08,7,6,3,3,0,0,0,1
15741,4,0,106.0,2,14,4,7,4,3,0,1
15742,136,1,105.6,5,30,4,2,1,0,0,0
15743,150,0,114.3,5,6,4,2,1,3,0,1
15744,8,1,92.66,10,29,4,1,2,0,3,1
15745,0,2,50.0,12,17,2,1,0,0,0,1
15746,26,0,142.0,4,15,4,2,0,3,0,0
15747,134,0,198.9,5,26,4,3,0,5,0,0
15748,266,1,96.3,12,30,4,2,0,0,0,1
15749,35,0,214.76,8,17,4,3,0,6,0,0
15750,16,0,70.72,12,22,4,3,2,0,0,1
15751,58,1,139.5,10,20,4,3,0,3,0,0
15752,52,0,78.3,3,5,4,1,0,0,0,0
15753,207,0,80.75,7,28,4,4,2,0,3,0
15754,121,0,105.3,7,23,4,1,1,0,0,1
15755,179,0,121.01,9,2,4,5,2,1,0,0
15756,12,0,89.89,12,10,4,2,2,0,0,1
15757,7,1,67.0,7,11,2,1,1,0,0,1
15758,117,0,76.0,2,29,3,2,1,0,0,1
15759,79,0,89.25,9,18,4,1,0,0,0,0
15760,28,1,96.36,9,29,4,4,0,0,0,1
15761,252,1,53.47,12,29,4,3,1,0,3,1
15762,75,0,168.3,8,13,4,1,2,3,0,0
15763,7,0,95.0,10,18,2,1,0,0,0,1
15764,17,1,61.88,2,13,4,2,2,0,0,1
15765,271,0,71.64,12,3,4,1,2,0,0,1
15766,7,2,81.0,2,5,4,1,0,0,3,1
15767,5,1,115.0,9,9,4,1,0,0,3,1
15768,86,1,104.4,10,28,4,2,0,3,0,1
15769,49,1,73.95,2,23,4,4,0,0,0,1
15770,28,0,156.0,5,28,4,1,0,3,0,1
15771,31,0,126.0,9,27,4,1,0,0,0,1
15772,0,0,65.0,1,20,2,1,0,0,0,1
15773,76,1,122.4,8,10,4,4,0,0,0,0
15774,34,0,206.0,9,23,3,1,0,0,2,0
15775,132,1,114.3,5,15,4,1,2,3,0,1
15776,89,0,82.45,4,4,4,3,1,0,0,1
15777,16,0,77.25,1,18,4,3,1,1,0,1
15778,1,1,89.0,4,27,2,1,0,0,0,1
15779,35,1,69.5,2,6,4,1,1,1,0,1
15780,93,2,121.5,7,12,4,2,0,0,0,1
15781,146,3,178.2,6,12,4,1,2,5,0,1
15782,117,0,86.33,2,29,3,2,1,0,0,1
15783,9,0,95.0,3,31,2,1,0,0,0,0
15784,30,0,88.9,3,4,4,2,0,0,0,1
15785,0,1,135.0,6,12,4,0,1,0,0,1
15786,15,0,85.0,2,12,4,2,0,0,0,0
15787,3,0,130.0,8,17,2,3,1,0,0,0
15788,56,0,65.49,3,6,4,2,2,3,0,1
15789,14,0,148.5,8,17,4,4,0,3,0,0
15790,63,1,63.75,3,8,4,4,0,0,0,0
15791,3,3,188.0,8,24,4,1,0,3,0,1
15792,131,3,162.0,8,1,4,1,1,3,1,1
15793,27,1,139.0,10,5,4,2,0,0,0,1
15794,213,0,78.3,12,27,4,3,0,0,0,1
15795,51,0,90.9,3,29,4,1,0,0,0,0
15796,2,0,109.0,8,1,4,0,1,0,0,1
15797,6,3,164.5,10,3,4,1,1,0,0,1
15798,64,0,63.75,7,12,3,2,0,0,3,1
15799,77,0,109.8,12,3,4,1,2,0,0,0
15800,45,0,78.3,3,3,4,3,0,0,0,0
15801,12,0,79.0,11,23,2,2,0,0,0,1
15802,31,1,197.65,9,5,4,2,1,6,0,1
15803,54,0,66.5,10,16,3,2,2,0,0,1
15804,94,1,81.08,4,15,4,2,1,3,0,1
15805,13,1,127.0,2,23,4,1,0,3,0,0
15806,56,0,0.0,5,3,1,1,0,3,0,1
15807,81,1,88.83,3,25,4,2,2,0,0,0
15808,154,0,100.8,8,24,4,2,0,0,0,0
15809,210,0,96.3,10,19,4,4,0,0,0,0
15810,49,0,107.1,7,1,4,2,0,0,3,0
15811,43,1,94.5,4,11,4,1,1,0,3,1
15812,119,0,139.95,7,31,4,2,2,3,0,1
15813,8,0,65.58,2,3,3,4,1,0,0,1
15814,17,0,85.0,10,9,3,1,2,0,3,1
15815,166,3,87.5,11,12,4,4,2,0,0,1
15816,25,0,84.0,7,12,3,4,0,0,3,1
15817,117,1,127.8,12,24,4,1,1,0,1,0
15818,10,1,117.67,9,3,4,3,0,0,0,1
15819,140,1,82.73,5,25,4,4,1,0,0,1
15820,14,0,178.8,8,19,4,3,2,0,1,0
15821,45,0,168.3,5,12,4,3,2,3,0,1
15822,23,0,128.49,5,21,4,4,2,1,0,0
15823,72,1,117.0,10,18,4,2,0,0,3,0
15824,72,0,95.4,11,12,4,1,1,0,0,0
15825,7,0,61.0,8,5,3,3,0,0,0,1
15826,15,0,92.0,2,18,3,3,0,0,0,1
15827,28,0,113.1,4,12,4,3,0,0,0,1
15828,25,0,64.64,2,7,4,2,2,0,0,1
15829,152,0,75.0,4,12,3,4,0,0,0,1
15830,35,2,101.41,4,17,4,1,2,0,0,1
15831,213,1,102.85,10,1,4,2,2,0,0,0
15832,20,3,231.0,7,6,4,1,0,5,0,1
15833,181,1,112.2,8,4,4,5,2,3,0,0
15834,10,0,206.55,12,31,3,2,0,0,0,1
15835,97,0,53.38,12,28,4,3,1,0,3,1
15836,124,0,114.3,5,6,4,2,1,3,0,1
15837,195,0,140.25,9,5,4,4,1,3,0,0
15838,25,1,101.0,11,17,4,2,0,0,0,1
15839,6,0,55.0,12,3,3,2,0,0,0,1
15840,28,0,119.0,7,29,4,1,0,0,0,0
15841,86,0,60.0,5,20,3,2,1,0,0,1
15842,11,2,90.0,8,24,4,3,1,0,0,1
15843,31,0,96.3,10,18,4,0,2,0,0,1
15844,15,0,66.0,12,27,4,1,2,0,3,1
15845,2,0,64.8,11,30,3,0,1,0,0,1
15846,48,0,85.5,9,11,3,0,2,0,0,1
15847,5,2,105.0,8,20,4,1,0,0,0,1
15848,7,0,0.0,2,15,4,0,0,0,0,1
15849,25,1,118.15,9,19,4,4,2,3,0,1
15850,35,2,199.0,11,7,4,3,1,0,0,1
15851,307,0,73.95,12,8,4,8,4,0,0,0
15852,169,1,103.5,7,13,4,3,0,0,3,0
15853,32,1,94.94,9,2,4,2,1,3,0,1
15854,153,1,83.85,7,30,4,5,2,3,0,1
15855,0,2,0.0,11,5,1,1,0,6,0,1
15856,12,0,145.0,7,10,4,1,2,0,0,0
15857,45,1,95.1,6,26,4,1,2,0,3,1
15858,7,0,88.4,12,13,4,10,4,0,0,1
15859,92,2,117.9,8,26,4,2,1,0,0,1
15860,1,0,100.0,2,25,4,3,0,5,0,1
15861,6,1,110.0,5,24,2,2,0,0,0,1
15862,282,0,0.0,10,10,4,1,2,0,0,1
15863,57,2,115.04,9,21,4,1,0,3,0,1
15864,202,0,90.0,5,29,3,1,2,0,0,0
15865,4,1,89.0,4,18,4,0,1,0,3,1
15866,207,0,80.75,6,10,3,2,1,0,0,1
15867,13,1,125.67,4,29,4,2,1,0,3,1
15868,102,1,108.0,10,9,4,0,1,0,3,0
15869,142,1,90.9,10,27,4,1,0,0,0,0
15870,195,0,109.8,8,30,4,2,0,3,0,0
15871,21,0,95.0,9,5,4,1,2,0,0,1
15872,84,1,90.3,3,27,4,1,2,0,0,0
15873,212,0,128.7,10,17,4,1,1,3,0,0
15874,247,0,73.95,12,26,4,3,1,0,0,0
15875,34,0,75.0,10,25,3,3,2,3,0,1
15876,2,2,89.0,8,21,4,2,2,0,3,1
15877,70,0,80.33,12,9,3,2,0,0,0,1
15878,15,1,146.0,6,26,4,1,2,3,0,1
15879,217,1,159.3,9,23,4,2,1,3,0,0
15880,101,0,123.3,7,22,4,2,0,3,0,0
15881,117,1,114.3,8,9,4,3,0,0,0,1
15882,1,1,127.0,6,28,4,1,0,0,3,1
15883,82,0,168.3,3,25,4,2,1,5,0,0
15884,196,0,139.5,8,21,4,0,2,0,1,0
15885,46,1,102.6,12,2,4,2,1,3,0,1
15886,121,0,62.5,11,16,3,4,2,0,3,1
15887,91,0,80.75,5,12,3,3,0,0,0,1
15888,34,0,73.8,3,20,3,2,2,3,0,1
15889,73,1,100.0,9,15,2,1,0,0,3,0
15890,16,2,74.8,11,13,4,4,2,0,3,0
15891,90,1,171.9,11,7,4,1,1,0,0,1
15892,25,2,186.5,7,18,4,0,1,0,0,1
15893,1,0,67.0,10,11,2,1,0,0,0,1
15894,54,0,72.0,10,16,4,2,2,0,0,0
15895,24,1,133.5,4,30,4,2,2,0,0,1
15896,271,0,95.2,10,22,4,2,2,0,0,0
15897,50,1,99.45,4,11,4,3,1,0,0,0
15898,41,1,70.0,12,27,3,5,1,0,0,1
15899,0,1,130.0,10,12,4,2,0,0,3,1
15900,111,1,117.11,6,2,4,3,0,3,0,1
15901,0,0,119.0,4,15,4,2,1,0,0,1
15902,62,2,137.7,4,24,4,1,2,3,0,1
15903,137,0,107.95,7,6,4,4,0,0,0,1
15904,51,0,119.7,4,27,4,1,0,3,0,0
15905,2,2,85.0,7,6,3,3,0,0,0,1
15906,6,0,138.0,12,30,4,2,0,0,0,1
15907,107,1,132.6,5,26,4,3,2,3,0,1
15908,3,0,68.0,12,12,4,0,1,0,3,1
15909,9,2,0.0,7,8,1,1,0,3,0,1
15910,147,0,89.25,10,16,4,2,1,0,0,1
15911,307,1,158.4,8,14,4,3,2,5,0,0
15912,134,0,109.8,8,25,4,3,0,3,0,0
15913,21,1,210.0,11,7,4,2,1,3,0,1
15914,20,1,139.0,10,6,4,1,0,0,0,1
15915,36,0,102.0,12,26,4,3,1,0,0,0
15916,1,1,95.0,9,1,4,1,0,0,0,1
15917,100,1,152.1,8,16,4,2,0,3,0,1
15918,85,0,97.75,3,24,4,3,2,3,0,0
15919,24,0,120.0,6,6,4,2,1,0,0,0
15920,109,1,66.49,10,25,4,3,0,0,0,1
15921,38,0,84.0,10,13,3,1,0,0,0,1
15922,68,0,110.5,4,23,4,2,2,0,0,0
15923,53,2,89.1,9,1,4,2,0,0,3,1
15924,121,2,132.18,7,19,4,6,2,3,0,1
15925,129,2,80.75,5,13,3,2,1,0,0,1
15926,89,4,74.8,12,17,4,6,2,0,3,1
15927,4,0,127.0,3,11,4,2,1,0,0,0
15928,143,1,88.69,12,4,4,0,2,3,0,1
15929,111,0,85.86,4,24,4,2,2,1,0,1
15930,87,0,105.3,4,9,4,1,1,3,0,0
15931,10,2,136.14,9,12,4,5,2,0,0,0
15932,102,0,75.0,5,16,3,2,1,0,0,1
15933,247,2,115.2,9,14,4,3,0,0,0,0
15934,58,1,152.7,9,28,4,3,0,3,0,1
15935,74,0,75.0,12,2,3,2,0,0,0,1
15936,249,0,112.5,11,18,4,2,1,0,1,0
15937,42,0,113.6,3,20,4,2,2,0,0,0
15938,39,0,67.0,7,25,2,0,1,0,0,1
15939,215,1,106.25,8,29,4,3,1,0,0,0
15940,15,0,89.0,7,20,4,1,0,0,3,0
15941,0,0,149.0,8,27,4,1,1,0,3,1
15942,33,2,207.9,9,10,4,2,2,5,0,1
15943,7,1,106.33,3,10,4,3,0,0,0,1
15944,120,0,94.5,7,18,4,1,1,0,3,1
15945,18,0,104.0,11,16,4,0,1,0,0,1
15946,0,0,75.0,12,19,4,1,0,0,3,1
15947,43,1,110.2,12,4,4,1,2,3,0,1
15948,1,1,198.77,5,20,4,1,0,5,0,1
15949,30,1,118.2,10,23,4,2,1,3,0,1
15950,0,1,95.0,11,6,4,1,0,0,0,1
15951,88,1,85.0,9,12,3,0,1,0,0,1
15952,75,1,74.8,12,2,4,2,2,0,3,1
15953,338,0,80.0,10,7,4,2,1,0,0,0
15954,111,1,145.0,5,19,4,3,1,0,0,1
15955,57,1,146.96,9,24,4,5,2,3,0,1
15956,18,0,67.0,12,11,2,1,2,0,0,1
15957,0,0,65.0,3,1,2,2,0,0,0,1
15958,5,0,95.0,11,7,0,2,1,3,0,0
15959,151,0,80.0,1,19,3,2,0,0,0,1
15960,75,0,108.45,3,22,4,4,0,3,0,1
15961,104,0,91.5,10,6,3,2,0,0,1,0
15962,38,2,117.9,6,30,4,3,0,0,0,1
15963,8,0,116.5,6,20,4,3,1,0,3,0
15964,4,0,80.0,2,16,3,3,0,0,0,1
15965,16,2,137.0,4,17,4,0,1,3,0,1
15966,10,0,85.0,9,3,3,3,1,0,0,1
15967,22,1,159.0,8,1,4,3,1,0,0,1
15968,28,2,130.0,11,2,4,3,0,0,0,1
15969,10,0,83.58,1,2,4,1,2,1,0,1
15970,1,0,95.0,3,7,4,1,1,0,0,1
15971,67,1,67.5,3,10,4,3,0,0,3,1
15972,224,0,68.61,12,25,4,5,2,0,3,0
15973,54,0,75.0,11,12,3,1,2,0,0,1
15974,13,0,73.2,2,14,3,3,2,0,0,1
15975,6,1,123.0,1,2,4,1,1,3,0,1
15976,119,0,85.5,6,28,4,1,0,0,3,0
15977,85,0,165.3,8,22,4,5,1,3,0,1
15978,12,0,176.33,12,10,4,1,2,5,0,1
15979,68,2,75.9,11,14,4,3,1,0,3,1
15980,8,1,148.0,8,9,4,4,0,0,3,1
15981,18,0,129.0,6,12,4,0,2,0,0,1
15982,37,2,143.1,6,26,4,2,2,0,1,1
15983,129,1,112.03,5,11,4,4,1,3,0,0
15984,241,1,95.0,7,3,4,1,2,0,3,1
15985,26,0,95.0,6,11,3,1,2,0,0,1
15986,99,0,150.3,8,24,4,4,0,3,0,0
15987,124,1,117.1,5,13,4,2,1,0,0,1
15988,226,1,126.9,9,16,4,2,0,0,0,0
15989,162,1,62.0,3,8,3,5,0,3,0,1
15990,149,0,80.75,8,27,3,3,2,0,0,1
15991,276,0,58.17,9,22,3,3,0,0,0,1
15992,27,2,91.83,10,4,4,1,2,0,0,1
15993,65,0,91.2,9,5,4,2,1,0,3,0
15994,126,0,89.24,9,6,3,2,0,0,0,1
15995,137,1,88.77,7,2,4,1,1,1,0,1
15996,201,2,119.85,9,8,4,3,1,0,0,0
15997,111,0,146.7,7,2,4,1,0,3,0,1
15998,81,1,89.25,10,25,4,2,2,0,0,0
15999,0,0,127.0,6,26,4,0,1,0,0,1
16000,17,1,159.0,3,30,4,3,0,0,0,1
16001,78,1,109.18,3,23,3,4,0,0,1,1
16002,23,3,146.2,4,10,4,3,2,3,0,1
16003,110,0,168.3,9,23,4,2,0,3,0,0
16004,101,3,87.67,6,8,4,4,0,0,0,1
16005,37,1,94.36,10,27,4,3,0,0,0,0
16006,57,1,105.0,11,11,4,2,1,3,0,1
16007,3,2,94.0,8,13,4,4,2,0,0,1
16008,2,1,40.0,3,9,2,1,0,0,0,1
16009,179,0,119.85,9,2,4,3,2,0,0,0
16010,148,0,72.25,8,21,3,1,2,0,0,1
16011,6,1,127.82,7,11,4,1,1,3,0,0
16012,78,1,177.3,9,18,4,1,2,3,0,1
16013,87,2,93.6,12,16,4,2,0,0,0,1
16014,222,1,99.6,9,3,4,1,2,0,0,1
16015,125,1,114.3,5,7,4,1,2,3,0,1
16016,0,1,143.0,9,5,4,1,0,0,0,1
16017,87,2,135.15,5,15,4,2,2,0,0,1
16018,12,0,94.0,12,14,4,1,0,0,0,1
16019,78,1,128.8,7,4,4,6,3,3,0,1
16020,261,0,65.49,7,27,4,5,2,0,0,0
16021,59,2,79.05,3,20,4,3,2,0,3,1
16022,265,0,73.95,12,26,4,3,1,0,0,0
16023,19,1,151.0,7,1,4,2,1,0,0,1
16024,35,0,137.7,4,22,4,1,0,3,0,1
16025,23,1,139.0,7,27,4,1,0,0,3,1
16026,1,1,111.65,9,22,4,3,0,0,0,1
16027,23,1,125.2,4,10,4,3,2,3,0,1
16028,40,0,180.0,7,26,3,1,0,0,1,1
16029,147,0,132.3,10,7,4,2,1,3,0,1
16030,150,1,94.5,7,27,4,2,0,0,3,1
16031,1,1,106.0,2,1,4,0,1,3,0,1
16032,21,0,67.0,11,21,2,0,1,0,0,0
16033,73,1,82.69,4,27,4,3,0,0,3,1
16034,56,1,72.42,8,28,4,2,2,0,3,1
16035,35,2,85.5,11,26,4,3,0,0,3,1
16036,41,0,74.88,10,27,4,4,0,0,0,1
16037,108,3,150.3,8,27,4,1,1,3,0,1
16038,108,2,116.0,3,19,4,1,2,3,0,0
16039,33,1,61.75,2,7,4,2,2,3,0,1
16040,30,1,119.1,7,15,4,4,2,0,3,1
16041,71,1,91.47,6,26,4,3,2,0,0,1
16042,23,0,140.0,10,21,4,2,0,0,0,0
16043,6,1,174.0,9,4,4,1,0,5,0,1
16044,40,0,100.16,8,28,4,5,2,0,0,1
16045,4,0,110.0,10,10,0,0,1,3,0,1
16046,0,0,98.33,2,4,4,3,0,0,0,1
16047,27,1,126.0,10,19,4,4,1,0,0,1
16048,120,0,129.6,9,14,4,4,2,0,0,0
16049,42,0,62.8,3,25,3,2,1,0,3,1
16050,62,0,78.54,10,16,4,2,0,3,0,1
16051,111,0,72.25,7,18,3,6,3,0,0,1
16052,1,0,65.0,11,19,2,1,0,0,0,0
16053,20,0,122.2,3,19,4,3,2,0,0,1
16054,9,0,75.0,9,20,3,3,2,3,0,1
16055,7,1,82.66,6,26,4,0,2,0,3,1
16056,174,2,166.7,8,2,4,2,0,3,0,0
16057,19,1,69.0,12,5,4,2,2,0,0,1
16058,35,0,126.9,5,9,4,2,1,0,0,0
16059,1,0,98.0,8,8,4,3,2,0,0,1
16060,45,0,99.18,9,5,4,3,1,3,0,1
16061,31,2,74.8,11,30,4,4,2,0,3,1
16062,8,2,90.0,8,13,4,3,0,0,0,1
16063,127,1,185.85,6,2,4,3,0,0,1,1
16064,194,0,124.95,8,26,4,3,2,3,0,0
16065,131,0,112.5,6,30,4,3,0,0,0,0
16066,42,3,111.6,9,17,4,3,0,0,0,1
16067,43,3,124.1,11,1,4,4,0,0,1,1
16068,2,1,68.5,12,12,4,5,1,0,3,1
16069,7,1,124.0,12,9,4,2,0,0,0,1
16070,2,1,89.0,4,13,2,2,0,0,0,1
16071,78,1,88.4,12,8,4,3,1,0,0,1
16072,4,0,109.0,8,1,4,1,1,0,3,0
16073,35,1,92.33,9,29,4,4,0,3,0,1
16074,96,1,82.45,4,18,4,3,1,0,0,1
16075,91,0,92.65,12,8,3,3,0,0,0,1
16076,162,0,135.0,5,11,4,3,0,3,0,0
16077,13,2,126.0,10,19,4,1,1,0,0,1
16078,40,3,88.0,12,16,4,2,1,0,3,1
16079,40,1,196.0,10,21,4,1,0,3,0,1
16080,2,0,100.0,6,1,3,1,0,0,0,1
16081,99,0,90.95,4,25,4,3,1,0,0,0
16082,227,0,92.29,8,30,4,5,2,0,0,0
